jour_de_tirage;date_de_tirage;heure_de_tirage;date_de_forclusion;Numero;devise;
Lundi   ;29/07/2013;midi;28/09/2013;6 547 856;eur;
Dimanche;28/07/2013;soir;27/09/2013;7 503 422;eur;
Dimanche;28/07/2013;midi;27/09/2013;8 494 876;eur;
Samedi  ;27/07/2013;soir;26/09/2013;2 676 650;eur;
Samedi  ;27/07/2013;midi;26/09/2013;8 051 991;eur;
Vendredi;26/07/2013;soir;25/09/2013;0 701 130;eur;
Vendredi;26/07/2013;midi;25/09/2013;3 906 530;eur;
Jeudi   ;25/07/2013;soir;24/09/2013;0 313 703;eur;
Jeudi   ;25/07/2013;midi;24/09/2013;6 513 352;eur;
Mercredi;24/07/2013;soir;23/09/2013;8 888 495;eur;
Mercredi;24/07/2013;midi;23/09/2013;4 168 228;eur;
Mardi   ;23/07/2013;soir;22/09/2013;5 639 742;eur;
Mardi   ;23/07/2013;midi;22/09/2013;3 416 983;eur;
Lundi   ;22/07/2013;soir;21/09/2013;1 448 375;eur;
Lundi   ;22/07/2013;midi;21/09/2013;8 154 894;eur;
Dimanche;21/07/2013;soir;20/09/2013;8 437 607;eur;
Dimanche;21/07/2013;midi;20/09/2013;0 720 952;eur;
Samedi  ;20/07/2013;soir;19/09/2013;6 332 561;eur;
Samedi  ;20/07/2013;midi;19/09/2013;7 644 221;eur;
Vendredi;19/07/2013;soir;18/09/2013;9 521 544;eur;
Vendredi;19/07/2013;midi;18/09/2013;5 844 901;eur;
Jeudi   ;18/07/2013;soir;17/09/2013;5 686 963;eur;
Jeudi   ;18/07/2013;midi;17/09/2013;0 685 894;eur;
Mercredi;17/07/2013;soir;16/09/2013;3 999 077;eur;
Mercredi;17/07/2013;midi;16/09/2013;9 824 635;eur;
Mardi   ;16/07/2013;soir;15/09/2013;1 020 539;eur;
Mardi   ;16/07/2013;midi;15/09/2013;4 559 616;eur;
Lundi   ;15/07/2013;soir;14/09/2013;8 695 219;eur;
Lundi   ;15/07/2013;midi;14/09/2013;5 220 106;eur;
Dimanche;14/07/2013;soir;13/09/2013;1 018 143;eur;
Dimanche;14/07/2013;midi;13/09/2013;1 971 103;eur;
Samedi  ;13/07/2013;soir;12/09/2013;9 943 027;eur;
Samedi  ;13/07/2013;midi;12/09/2013;0 100 356;eur;
Vendredi;12/07/2013;soir;11/09/2013;1 755 859;eur;
Vendredi;12/07/2013;midi;11/09/2013;5 846 885;eur;
Jeudi   ;11/07/2013;soir;10/09/2013;0 494 190;eur;
Jeudi   ;11/07/2013;midi;10/09/2013;2 949 891;eur;
Mercredi;10/07/2013;soir;09/09/2013;2 555 686;eur;
Mercredi;10/07/2013;midi;09/09/2013;7 681 133;eur;
Mardi   ;09/07/2013;soir;08/09/2013;5 666 617;eur;
Mardi   ;09/07/2013;midi;08/09/2013;7 610 772;eur;
Lundi   ;08/07/2013;soir;07/09/2013;1 334 795;eur;
Lundi   ;08/07/2013;midi;07/09/2013;9 103 536;eur;
Dimanche;07/07/2013;soir;06/09/2013;4 978 201;eur;
Dimanche;07/07/2013;midi;06/09/2013;3 304 045;eur;
Samedi  ;06/07/2013;soir;05/09/2013;6 595 230;eur;
Samedi  ;06/07/2013;midi;05/09/2013;7 571 329;eur;
Vendredi;05/07/2013;soir;04/09/2013;8 267 028;eur;
Vendredi;05/07/2013;midi;04/09/2013;2 314 586;eur;
Jeudi   ;04/07/2013;soir;03/09/2013;8 610 173;eur;
Jeudi   ;04/07/2013;midi;03/09/2013;6 359 873;eur;
Mercredi;03/07/2013;soir;02/09/2013;2 600 145;eur;
Mercredi;03/07/2013;midi;02/09/2013;0 502 728;eur;
Mardi   ;02/07/2013;soir;01/09/2013;8 831 240;eur;
Mardi   ;02/07/2013;midi;01/09/2013;9 170 765;eur;
Lundi   ;01/07/2013;soir;31/08/2013;8 494 175;eur;
Lundi   ;01/07/2013;midi;31/08/2013;2 192 393;eur;
Dimanche;30/06/2013;soir;30/08/2013;8 573 523;eur;
Dimanche;30/06/2013;midi;30/08/2013;7 823 024;eur;
Samedi  ;29/06/2013;soir;29/08/2013;5 902 634;eur;
Samedi  ;29/06/2013;midi;29/08/2013;8 183 121;eur;
Vendredi;28/06/2013;soir;28/08/2013;6 848 917;eur;
Vendredi;28/06/2013;midi;28/08/2013;6 607 580;eur;
Jeudi   ;27/06/2013;soir;27/08/2013;1 642 794;eur;
Jeudi   ;27/06/2013;midi;27/08/2013;6 875 898;eur;
Mercredi;26/06/2013;soir;26/08/2013;0 059 879;eur;
Mercredi;26/06/2013;midi;26/08/2013;1 146 661;eur;
Mardi   ;25/06/2013;soir;25/08/2013;7 840 875;eur;
Mardi   ;25/06/2013;midi;25/08/2013;5 654 920;eur;
Lundi   ;24/06/2013;soir;24/08/2013;2 307 386;eur;
Lundi   ;24/06/2013;midi;24/08/2013;7 813 621;eur;
Dimanche;23/06/2013;soir;23/08/2013;9 200 157;eur;
Dimanche;23/06/2013;midi;23/08/2013;0 535 223;eur;
Samedi  ;22/06/2013;soir;22/08/2013;8 587 306;eur;
Samedi  ;22/06/2013;midi;22/08/2013;9 183 874;eur;
Vendredi;21/06/2013;soir;21/08/2013;9 057 420;eur;
Vendredi;21/06/2013;midi;21/08/2013;5 682 122;eur;
Jeudi   ;20/06/2013;soir;20/08/2013;4 705 486;eur;
Jeudi   ;20/06/2013;midi;20/08/2013;0 776 612;eur;
Mercredi;19/06/2013;soir;19/08/2013;7 708 856;eur;
Mercredi;19/06/2013;midi;19/08/2013;1 253 407;eur;
Mardi   ;18/06/2013;soir;18/08/2013;7 914 653;eur;
Mardi   ;18/06/2013;midi;18/08/2013;1 085 168;eur;
Lundi   ;17/06/2013;soir;17/08/2013;8 365 965;eur;
Lundi   ;17/06/2013;midi;17/08/2013;9 449 289;eur;
Dimanche;16/06/2013;soir;16/08/2013;5 454 241;eur;
Dimanche;16/06/2013;midi;16/08/2013;6 080 451;eur;
Samedi  ;15/06/2013;soir;15/08/2013;0 951 422;eur;
Samedi  ;15/06/2013;midi;15/08/2013;9 288 616;eur;
Vendredi;14/06/2013;soir;14/08/2013;0 116 498;eur;
Vendredi;14/06/2013;midi;14/08/2013;2 152 267;eur;
Jeudi   ;13/06/2013;soir;13/08/2013;9 234 162;eur;
Jeudi   ;13/06/2013;midi;13/08/2013;7 242 772;eur;
Mercredi;12/06/2013;soir;12/08/2013;0 230 962;eur;
Mercredi;12/06/2013;midi;12/08/2013;4 705 511;eur;
Mardi   ;11/06/2013;soir;11/08/2013;6 089 983;eur;
Mardi   ;11/06/2013;midi;11/08/2013;1 501 487;eur;
Lundi   ;10/06/2013;soir;10/08/2013;1 862 004;eur;
Lundi   ;10/06/2013;midi;10/08/2013;2 634 407;eur;
Dimanche;09/06/2013;soir;09/08/2013;7 152 084;eur;
Dimanche;09/06/2013;midi;09/08/2013;2 295 733;eur;
Samedi  ;08/06/2013;soir;08/08/2013;5 886 303;eur;
Samedi  ;08/06/2013;midi;08/08/2013;0 772 530;eur;
Vendredi;07/06/2013;soir;07/08/2013;3 621 326;eur;
Vendredi;07/06/2013;midi;07/08/2013;2 636 051;eur;
Jeudi   ;06/06/2013;soir;06/08/2013;1 718 280;eur;
Jeudi   ;06/06/2013;midi;06/08/2013;9 535 491;eur;
Mercredi;05/06/2013;soir;05/08/2013;0 529 443;eur;
Mercredi;05/06/2013;midi;05/08/2013;1 141 299;eur;
Mardi   ;04/06/2013;soir;04/08/2013;8 702 642;eur;
Mardi   ;04/06/2013;midi;04/08/2013;3 154 439;eur;
Lundi   ;03/06/2013;soir;03/08/2013;6 307 902;eur;
Lundi   ;03/06/2013;midi;03/08/2013;0 860 152;eur;
Dimanche;02/06/2013;soir;02/08/2013;9 300 159;eur;
Dimanche;02/06/2013;midi;02/08/2013;6 216 642;eur;
Samedi  ;01/06/2013;soir;01/08/2013;7 879 056;eur;
Samedi  ;01/06/2013;midi;01/08/2013;4 837 200;eur;
Vendredi;31/05/2013;soir;31/07/2013;6 150 409;eur;
Vendredi;31/05/2013;midi;31/07/2013;3 231 337;eur;
Jeudi   ;30/05/2013;soir;30/07/2013;2 577 708;eur;
Jeudi   ;30/05/2013;midi;30/07/2013;2 879 365;eur;
Mercredi;29/05/2013;soir;29/07/2013;4 070 039;eur;
Mercredi;29/05/2013;midi;29/07/2013;8 794 147;eur;
Mardi   ;28/05/2013;soir;28/07/2013;3 704 622;eur;
Mardi   ;28/05/2013;midi;28/07/2013;4 255 930;eur;
Lundi   ;27/05/2013;soir;27/07/2013;4 141 530;eur;
Lundi   ;27/05/2013;midi;27/07/2013;5 641 402;eur;
Dimanche;26/05/2013;soir;26/07/2013;6 514 111;eur;
Dimanche;26/05/2013;midi;26/07/2013;7 382 345;eur;
Samedi  ;25/05/2013;soir;25/07/2013;9 376 932;eur;
Samedi  ;25/05/2013;midi;25/07/2013;5 292 837;eur;
Vendredi;24/05/2013;soir;24/07/2013;8 352 620;eur;
Vendredi;24/05/2013;midi;24/07/2013;0 477 408;eur;
Jeudi   ;23/05/2013;soir;23/07/2013;5 963 629;eur;
Jeudi   ;23/05/2013;midi;23/07/2013;9 296 730;eur;
Mercredi;22/05/2013;soir;22/07/2013;3 513 106;eur;
Mercredi;22/05/2013;midi;22/07/2013;3 824 981;eur;
Mardi   ;21/05/2013;soir;21/07/2013;1 455 156;eur;
Mardi   ;21/05/2013;midi;21/07/2013;7 397 666;eur;
Lundi   ;20/05/2013;soir;20/07/2013;0 890 705;eur;
Lundi   ;20/05/2013;midi;20/07/2013;5 977 996;eur;
Dimanche;19/05/2013;soir;19/07/2013;2 750 347;eur;
Dimanche;19/05/2013;midi;19/07/2013;7 653 966;eur;
Samedi  ;18/05/2013;soir;18/07/2013;2 866 377;eur;
Samedi  ;18/05/2013;midi;18/07/2013;0 271 065;eur;
Vendredi;17/05/2013;soir;17/07/2013;4 627 645;eur;
Vendredi;17/05/2013;midi;17/07/2013;0 937 319;eur;
Jeudi   ;16/05/2013;soir;16/07/2013;8 029 409;eur;
Jeudi   ;16/05/2013;midi;16/07/2013;5 116 959;eur;
Mercredi;15/05/2013;soir;15/07/2013;0 451 997;eur;
Mercredi;15/05/2013;midi;15/07/2013;4 025 733;eur;
Mardi   ;14/05/2013;soir;14/07/2013;2 439 470;eur;
Mardi   ;14/05/2013;midi;14/07/2013;3 395 462;eur;
Lundi   ;13/05/2013;soir;13/07/2013;9 738 229;eur;
Lundi   ;13/05/2013;midi;13/07/2013;4 279 213;eur;
Dimanche;12/05/2013;soir;12/07/2013;8 648 294;eur;
Dimanche;12/05/2013;midi;12/07/2013;9 894 745;eur;
Samedi  ;11/05/2013;soir;11/07/2013;2 086 918;eur;
Samedi  ;11/05/2013;midi;11/07/2013;4 859 147;eur;
Vendredi;10/05/2013;soir;10/07/2013;4 321 982;eur;
Vendredi;10/05/2013;midi;10/07/2013;7 826 746;eur;
Jeudi   ;09/05/2013;soir;09/07/2013;0 869 536;eur;
Jeudi   ;09/05/2013;midi;09/07/2013;5 821 734;eur;
Mercredi;08/05/2013;soir;08/07/2013;3 386 612;eur;
Mercredi;08/05/2013;midi;08/07/2013;9 686 318;eur;
Mardi   ;07/05/2013;soir;07/07/2013;3 902 970;eur;
Mardi   ;07/05/2013;midi;07/07/2013;4 245 567;eur;
Lundi   ;06/05/2013;soir;06/07/2013;9 136 808;eur;
Lundi   ;06/05/2013;midi;06/07/2013;6 391 040;eur;
Dimanche;05/05/2013;soir;05/07/2013;6 699 657;eur;
Dimanche;05/05/2013;midi;05/07/2013;5 620 838;eur;
Samedi  ;04/05/2013;soir;04/07/2013;0 771 257;eur;
Samedi  ;04/05/2013;midi;04/07/2013;9 556 827;eur;
Vendredi;03/05/2013;soir;03/07/2013;3 119 921;eur;
Vendredi;03/05/2013;midi;03/07/2013;1 575 900;eur;
Jeudi   ;02/05/2013;soir;02/07/2013;6 658 353;eur;
Jeudi   ;02/05/2013;midi;02/07/2013;3 663 181;eur;
Mercredi;01/05/2013;soir;01/07/2013;8 735 507;eur;
Mercredi;01/05/2013;midi;01/07/2013;7 664 974;eur;
Mardi   ;30/04/2013;soir;30/06/2013;3 649 213;eur;
Mardi   ;30/04/2013;midi;30/06/2013;2 667 643;eur;
Lundi   ;29/04/2013;soir;29/06/2013;6 794 185;eur;
Lundi   ;29/04/2013;midi;29/06/2013;0 536 945;eur;
Dimanche;28/04/2013;soir;28/06/2013;3 969 752;eur;
Dimanche;28/04/2013;midi;28/06/2013;7 130 526;eur;
Samedi  ;27/04/2013;soir;27/06/2013;4 996 741;eur;
Samedi  ;27/04/2013;midi;27/06/2013;6 810 882;eur;
Vendredi;26/04/2013;soir;26/06/2013;4 280 851;eur;
Vendredi;26/04/2013;midi;26/06/2013;7 280 574;eur;
Jeudi   ;25/04/2013;soir;25/06/2013;0 001 424;eur;
Jeudi   ;25/04/2013;midi;25/06/2013;4 226 176;eur;
Mercredi;24/04/2013;soir;24/06/2013;4 951 210;eur;
Mercredi;24/04/2013;midi;24/06/2013;7 713 079;eur;
Mardi   ;23/04/2013;soir;23/06/2013;9 464 752;eur;
Mardi   ;23/04/2013;midi;23/06/2013;1 351 345;eur;
Lundi   ;22/04/2013;soir;22/06/2013;3 530 743;eur;
Lundi   ;22/04/2013;midi;22/06/2013;1 944 368;eur;
Dimanche;21/04/2013;soir;21/06/2013;4 578 688;eur;
Dimanche;21/04/2013;midi;21/06/2013;6 125 421;eur;
Samedi  ;20/04/2013;soir;20/06/2013;4 905 750;eur;
Samedi  ;20/04/2013;midi;20/06/2013;1 949 531;eur;
Vendredi;19/04/2013;soir;19/06/2013;8 767 114;eur;
Vendredi;19/04/2013;midi;19/06/2013;0 144 699;eur;
Jeudi   ;18/04/2013;soir;18/06/2013;9 661 506;eur;
Jeudi   ;18/04/2013;midi;18/06/2013;0 072 378;eur;
Mercredi;17/04/2013;soir;17/06/2013;4 775 593;eur;
Mercredi;17/04/2013;midi;17/06/2013;8 222 033;eur;
Mardi   ;16/04/2013;soir;16/06/2013;0 984 274;eur;
Mardi   ;16/04/2013;midi;16/06/2013;3 319 760;eur;
Lundi   ;15/04/2013;soir;15/06/2013;1 857 143;eur;
Lundi   ;15/04/2013;midi;15/06/2013;1 316 851;eur;
Dimanche;14/04/2013;soir;14/06/2013;0 839 592;eur;
Dimanche;14/04/2013;midi;14/06/2013;9 615 655;eur;
Samedi  ;13/04/2013;soir;13/06/2013;7 464 208;eur;
Samedi  ;13/04/2013;midi;13/06/2013;6 923 596;eur;
Vendredi;12/04/2013;soir;12/06/2013;9 779 707;eur;
Vendredi;12/04/2013;midi;12/06/2013;8 782 218;eur;
Jeudi   ;11/04/2013;soir;11/06/2013;1 121 488;eur;
Jeudi   ;11/04/2013;midi;11/06/2013;2 153 737;eur;
Mercredi;10/04/2013;soir;10/06/2013;7 257 607;eur;
Mercredi;10/04/2013;midi;10/06/2013;6 836 367;eur;
Mardi   ;09/04/2013;soir;09/06/2013;3 685 253;eur;
Mardi   ;09/04/2013;midi;09/06/2013;2 489 428;eur;
Lundi   ;08/04/2013;soir;08/06/2013;0 930 915;eur;
Lundi   ;08/04/2013;midi;08/06/2013;8 376 526;eur;
Dimanche;07/04/2013;soir;07/06/2013;3 868 107;eur;
Dimanche;07/04/2013;midi;07/06/2013;7 743 956;eur;
Samedi  ;06/04/2013;soir;06/06/2013;6 290 923;eur;
Samedi  ;06/04/2013;midi;06/06/2013;6 998 746;eur;
Vendredi;05/04/2013;soir;05/06/2013;9 714 710;eur;
Vendredi;05/04/2013;midi;05/06/2013;0 229 523;eur;
Jeudi   ;04/04/2013;soir;04/06/2013;5 921 008;eur;
Jeudi   ;04/04/2013;midi;04/06/2013;0 167 014;eur;
Mercredi;03/04/2013;soir;03/06/2013;9 348 008;eur;
Mercredi;03/04/2013;midi;03/06/2013;8 485 841;eur;
Mardi   ;02/04/2013;soir;02/06/2013;9 234 353;eur;
Mardi   ;02/04/2013;midi;02/06/2013;9 181 587;eur;
Lundi   ;01/04/2013;soir;01/06/2013;7 123 545;eur;
Lundi   ;01/04/2013;midi;01/06/2013;3 359 271;eur;
Dimanche;31/03/2013;soir;31/05/2013;6 998 713;eur;
Dimanche;31/03/2013;midi;31/05/2013;2 002 024;eur;
Samedi  ;30/03/2013;soir;30/05/2013;4 564 276;eur;
Samedi  ;30/03/2013;midi;30/05/2013;4 225 860;eur;
Vendredi;29/03/2013;soir;29/05/2013;2 452 488;eur;
Vendredi;29/03/2013;midi;29/05/2013;6 517 929;eur;
Jeudi   ;28/03/2013;soir;28/05/2013;0 238 232;eur;
Jeudi   ;28/03/2013;midi;28/05/2013;3 993 431;eur;
Mercredi;27/03/2013;soir;27/05/2013;5 035 142;eur;
Mercredi;27/03/2013;midi;27/05/2013;7 207 023;eur;
Mardi   ;26/03/2013;soir;26/05/2013;4 106 067;eur;
Mardi   ;26/03/2013;midi;26/05/2013;5 802 013;eur;
Lundi   ;25/03/2013;soir;25/05/2013;2 468 814;eur;
Lundi   ;25/03/2013;midi;25/05/2013;3 758 348;eur;
Dimanche;24/03/2013;soir;24/05/2013;4 765 594;eur;
Dimanche;24/03/2013;midi;24/05/2013;9 532 986;eur;
Samedi  ;23/03/2013;soir;23/05/2013;6 544 319;eur;
Samedi  ;23/03/2013;midi;23/05/2013;1 874 953;eur;
Vendredi;22/03/2013;soir;22/05/2013;7 670 781;eur;
Vendredi;22/03/2013;midi;22/05/2013;2 403 600;eur;
Jeudi   ;21/03/2013;soir;21/05/2013;5 679 348;eur;
Jeudi   ;21/03/2013;midi;21/05/2013;1 850 663;eur;
Mercredi;20/03/2013;soir;20/05/2013;7 330 831;eur;
Mercredi;20/03/2013;midi;20/05/2013;4 686 478;eur;
Mardi   ;19/03/2013;soir;19/05/2013;7 081 059;eur;
Mardi   ;19/03/2013;midi;19/05/2013;7 188 820;eur;
Lundi   ;18/03/2013;soir;18/05/2013;3 955 176;eur;
Lundi   ;18/03/2013;midi;18/05/2013;3 033 235;eur;
Dimanche;17/03/2013;soir;17/05/2013;8 405 998;eur;
Dimanche;17/03/2013;midi;17/05/2013;6 033 011;eur;
Samedi  ;16/03/2013;soir;16/05/2013;6 629 914;eur;
Samedi  ;16/03/2013;midi;16/05/2013;0 519 637;eur;
Vendredi;15/03/2013;soir;15/05/2013;5 387 826;eur;
Vendredi;15/03/2013;midi;15/05/2013;8 453 328;eur;
Jeudi   ;14/03/2013;soir;14/05/2013;3 453 497;eur;
Jeudi   ;14/03/2013;midi;14/05/2013;8 625 276;eur;
Mercredi;13/03/2013;soir;13/05/2013;0 029 920;eur;
Mercredi;13/03/2013;midi;13/05/2013;1 885 001;eur;
Mardi   ;12/03/2013;soir;12/05/2013;5 903 945;eur;
Mardi   ;12/03/2013;midi;12/05/2013;1 378 638;eur;
Lundi   ;11/03/2013;soir;11/05/2013;6 339 907;eur;
Lundi   ;11/03/2013;midi;11/05/2013;8 364 027;eur;
Dimanche;10/03/2013;soir;10/05/2013;4 942 982;eur;
Dimanche;10/03/2013;midi;10/05/2013;3 613 114;eur;
Samedi  ;09/03/2013;soir;09/05/2013;3 283 120;eur;
Samedi  ;09/03/2013;midi;09/05/2013;8 772 045;eur;
Vendredi;08/03/2013;soir;08/05/2013;7 004 633;eur;
Vendredi;08/03/2013;midi;08/05/2013;1 001 793;eur;
Jeudi   ;07/03/2013;soir;07/05/2013;9 622 186;eur;
Jeudi   ;07/03/2013;midi;07/05/2013;8 397 366;eur;
Mercredi;06/03/2013;soir;06/05/2013;0 855 811;eur;
Mercredi;06/03/2013;midi;06/05/2013;9 201 094;eur;
Mardi   ;05/03/2013;soir;05/05/2013;2 500 570;eur;
Mardi   ;05/03/2013;midi;05/05/2013;3 172 768;eur;
Lundi   ;04/03/2013;soir;04/05/2013;2 260 860;eur;
Lundi   ;04/03/2013;midi;04/05/2013;6 902 759;eur;
Dimanche;03/03/2013;soir;03/05/2013;2 420 959;eur;
Dimanche;03/03/2013;midi;03/05/2013;6 632 739;eur;
Samedi  ;02/03/2013;soir;02/05/2013;0 703 250;eur;
Samedi  ;02/03/2013;midi;02/05/2013;6 696 268;eur;
Vendredi;01/03/2013;soir;01/05/2013;2 964 703;eur;
Vendredi;01/03/2013;midi;01/05/2013;9 810 834;eur;
Jeudi   ;28/02/2013;soir;30/04/2013;8 041 676;eur;
Jeudi   ;28/02/2013;midi;30/04/2013;8 585 715;eur;
Mercredi;27/02/2013;soir;29/04/2013;4 194 886;eur;
Mercredi;27/02/2013;midi;29/04/2013;1 580 254;eur;
Mardi   ;26/02/2013;soir;28/04/2013;5 951 109;eur;
Mardi   ;26/02/2013;midi;28/04/2013;8 072 450;eur;
Lundi   ;25/02/2013;soir;27/04/2013;8 266 454;eur;
Lundi   ;25/02/2013;midi;27/04/2013;9 666 126;eur;
Dimanche;24/02/2013;soir;26/04/2013;8 506 355;eur;
Dimanche;24/02/2013;midi;26/04/2013;3 614 119;eur;
Samedi  ;23/02/2013;soir;25/04/2013;4 965 342;eur;
Samedi  ;23/02/2013;midi;25/04/2013;5 636 998;eur;
Vendredi;22/02/2013;soir;24/04/2013;7 447 081;eur;
Vendredi;22/02/2013;midi;24/04/2013;5 983 018;eur;
Jeudi   ;21/02/2013;soir;23/04/2013;0 986 711;eur;
Jeudi   ;21/02/2013;midi;23/04/2013;3 443 111;eur;
Mercredi;20/02/2013;soir;22/04/2013;5 234 291;eur;
Mercredi;20/02/2013;midi;22/04/2013;1 826 569;eur;
Mardi   ;19/02/2013;soir;21/04/2013;2 199 420;eur;
Mardi   ;19/02/2013;midi;21/04/2013;2 276 100;eur;
Lundi   ;18/02/2013;soir;20/04/2013;1 780 711;eur;
Lundi   ;18/02/2013;midi;20/04/2013;5 043 038;eur;
Dimanche;17/02/2013;soir;19/04/2013;2 634 712;eur;
Dimanche;17/02/2013;midi;19/04/2013;1 161 346;eur;
Samedi  ;16/02/2013;soir;18/04/2013;5 089 628;eur;
Samedi  ;16/02/2013;midi;18/04/2013;3 752 272;eur;
Vendredi;15/02/2013;soir;17/04/2013;2 974 897;eur;
Vendredi;15/02/2013;midi;17/04/2013;4 513 725;eur;
Jeudi   ;14/02/2013;soir;16/04/2013;7 295 353;eur;
Jeudi   ;14/02/2013;midi;16/04/2013;2 625 403;eur;
Mercredi;13/02/2013;soir;15/04/2013;3 634 197;eur;
Mercredi;13/02/2013;midi;15/04/2013;4 443 738;eur;
Mardi   ;12/02/2013;soir;14/04/2013;1 714 715;eur;
Mardi   ;12/02/2013;midi;14/04/2013;7 225 355;eur;
Lundi   ;11/02/2013;soir;13/04/2013;7 560 121;eur;
Lundi   ;11/02/2013;midi;13/04/2013;5 920 943;eur;
Dimanche;10/02/2013;soir;12/04/2013;4 677 187;eur;
Dimanche;10/02/2013;midi;12/04/2013;6 131 291;eur;
Samedi  ;09/02/2013;soir;11/04/2013;8 447 989;eur;
Samedi  ;09/02/2013;midi;11/04/2013;3 100 527;eur;
Vendredi;08/02/2013;soir;10/04/2013;7 046 672;eur;
Vendredi;08/02/2013;midi;10/04/2013;2 353 704;eur;
Jeudi   ;07/02/2013;soir;09/04/2013;2 663 103;eur;
Jeudi   ;07/02/2013;midi;09/04/2013;5 620 751;eur;
Mercredi;06/02/2013;soir;08/04/2013;8 494 583;eur;
Mercredi;06/02/2013;midi;08/04/2013;2 954 607;eur;
Mardi   ;05/02/2013;soir;07/04/2013;4 782 720;eur;
Mardi   ;05/02/2013;midi;07/04/2013;1 275 600;eur;
Lundi   ;04/02/2013;soir;06/04/2013;4 160 340;eur;
Lundi   ;04/02/2013;midi;06/04/2013;2 367 276;eur;
Dimanche;03/02/2013;soir;05/04/2013;4 081 250;eur;
Dimanche;03/02/2013;midi;05/04/2013;9 785 777;eur;
Samedi  ;02/02/2013;soir;04/04/2013;8 546 361;eur;
Samedi  ;02/02/2013;midi;04/04/2013;2 712 019;eur;
Vendredi;01/02/2013;soir;03/04/2013;5 832 088;eur;
Vendredi;01/02/2013;midi;03/04/2013;5 069 617;eur;
Jeudi   ;31/01/2013;soir;02/04/2013;9 822 080;eur;
Jeudi   ;31/01/2013;midi;02/04/2013;2 590 414;eur;
Mercredi;30/01/2013;soir;01/04/2013;2 888 038;eur;
Mercredi;30/01/2013;midi;01/04/2013;6 021 011;eur;
Mardi   ;29/01/2013;soir;31/03/2013;7 690 398;eur;
Mardi   ;29/01/2013;midi;31/03/2013;0 096 499;eur;
Lundi   ;28/01/2013;soir;30/03/2013;5 915 508;eur;
Lundi   ;28/01/2013;midi;30/03/2013;9 099 090;eur;
Dimanche;27/01/2013;soir;29/03/2013;6 036 898;eur;
Dimanche;27/01/2013;midi;29/03/2013;1 976 605;eur;
Samedi  ;26/01/2013;soir;28/03/2013;4 774 713;eur;
Samedi  ;26/01/2013;midi;28/03/2013;7 098 645;eur;
Vendredi;25/01/2013;soir;27/03/2013;6 427 729;eur;
Vendredi;25/01/2013;midi;27/03/2013;1 582 123;eur;
Jeudi   ;24/01/2013;soir;26/03/2013;6 850 686;eur;
Jeudi   ;24/01/2013;midi;26/03/2013;2 182 646;eur;
Mercredi;23/01/2013;soir;25/03/2013;0 961 380;eur;
Mercredi;23/01/2013;midi;25/03/2013;3 385 261;eur;
Mardi   ;22/01/2013;soir;24/03/2013;5 037 781;eur;
Mardi   ;22/01/2013;midi;24/03/2013;2 563 646;eur;
Lundi   ;21/01/2013;soir;23/03/2013;8 057 752;eur;
Lundi   ;21/01/2013;midi;23/03/2013;7 588 928;eur;
Dimanche;20/01/2013;soir;22/03/2013;0 665 942;eur;
Dimanche;20/01/2013;midi;22/03/2013;8 812 339;eur;
Samedi  ;19/01/2013;soir;21/03/2013;1 749 853;eur;
Samedi  ;19/01/2013;midi;21/03/2013;6 142 971;eur;
Vendredi;18/01/2013;soir;20/03/2013;7 765 748;eur;
Vendredi;18/01/2013;midi;20/03/2013;8 761 615;eur;
Jeudi   ;17/01/2013;soir;19/03/2013;7 289 042;eur;
Jeudi   ;17/01/2013;midi;19/03/2013;0 371 447;eur;
Mercredi;16/01/2013;soir;18/03/2013;9 043 337;eur;
Mercredi;16/01/2013;midi;18/03/2013;5 202 668;eur;
Mardi   ;15/01/2013;soir;17/03/2013;6 608 507;eur;
Mardi   ;15/01/2013;midi;17/03/2013;6 104 727;eur;
Lundi   ;14/01/2013;soir;16/03/2013;4 686 336;eur;
Lundi   ;14/01/2013;midi;16/03/2013;1 171 120;eur;
Dimanche;13/01/2013;soir;15/03/2013;0 234 722;eur;
Dimanche;13/01/2013;midi;15/03/2013;8 547 665;eur;
Samedi  ;12/01/2013;soir;14/03/2013;4 541 132;eur;
Samedi  ;12/01/2013;midi;14/03/2013;2 235 610;eur;
Vendredi;11/01/2013;soir;13/03/2013;4 340 612;eur;
Vendredi;11/01/2013;midi;13/03/2013;8 105 486;eur;
Jeudi   ;10/01/2013;soir;12/03/2013;1 927 741;eur;
Jeudi   ;10/01/2013;midi;12/03/2013;1 344 457;eur;
Mercredi;09/01/2013;soir;11/03/2013;6 533 104;eur;
Mercredi;09/01/2013;midi;11/03/2013;1 720 260;eur;
Mardi   ;08/01/2013;soir;10/03/2013;8 631 156;eur;
Mardi   ;08/01/2013;midi;10/03/2013;1 351 772;eur;
Lundi   ;07/01/2013;soir;09/03/2013;4 819 601;eur;
Lundi   ;07/01/2013;midi;09/03/2013;4 647 312;eur;
Dimanche;06/01/2013;soir;08/03/2013;8 893 578;eur;
Dimanche;06/01/2013;midi;08/03/2013;0 318 830;eur;
Samedi  ;05/01/2013;soir;07/03/2013;4 210 068;eur;
Samedi  ;05/01/2013;midi;07/03/2013;1 285 341;eur;
Vendredi;04/01/2013;soir;06/03/2013;0 851 126;eur;
Vendredi;04/01/2013;midi;06/03/2013;7 399 456;eur;
Jeudi   ;03/01/2013;soir;05/03/2013;6 063 946;eur;
