jour_de_tirage;date_de_tirage;heure_de_tirage;date_de_forclusion;Numero;devise;
Lundi   ;14/04/2008;soir;14/06/2008;8 354 886;eur;
Lundi   ;14/04/2008;midi;14/06/2008;6 843 245;eur;
Dimanche;13/04/2008;soir;13/06/2008;4 776 165;eur;
Dimanche;13/04/2008;midi;13/06/2008;8 119 782;eur;
Samedi  ;12/04/2008;soir;12/06/2008;9 509 803;eur;
Samedi  ;12/04/2008;midi;12/06/2008;2 018 323;eur;
Vendredi;11/04/2008;soir;11/06/2008;9 553 559;eur;
Vendredi;11/04/2008;midi;11/06/2008;6 286 401;eur;
Jeudi   ;10/04/2008;soir;10/06/2008;2 959 953;eur;
Jeudi   ;10/04/2008;midi;10/06/2008;8 524 650;eur;
Mercredi;09/04/2008;soir;09/06/2008;6 590 867;eur;
Mercredi;09/04/2008;midi;09/06/2008;2 312 203;eur;
Mardi   ;08/04/2008;soir;08/06/2008;3 483 247;eur;
Mardi   ;08/04/2008;midi;08/06/2008;7 051 181;eur;
Lundi   ;07/04/2008;soir;07/06/2008;3 670 081;eur;
Lundi   ;07/04/2008;midi;07/06/2008;9 701 469;eur;
Dimanche;06/04/2008;soir;06/06/2008;3 664 074;eur;
Dimanche;06/04/2008;midi;06/06/2008;4 393 742;eur;
Samedi  ;05/04/2008;soir;05/06/2008;7 291 121;eur;
Samedi  ;05/04/2008;midi;05/06/2008;1 987 327;eur;
Vendredi;04/04/2008;soir;04/06/2008;9 920 059;eur;
Vendredi;04/04/2008;midi;04/06/2008;6 596 728;eur;
Jeudi   ;03/04/2008;soir;03/06/2008;9 010 680;eur;
Jeudi   ;03/04/2008;midi;03/06/2008;4 788 676;eur;
Mercredi;02/04/2008;soir;02/06/2008;6 982 806;eur;
Mercredi;02/04/2008;midi;02/06/2008;3 048 196;eur;
Mardi   ;01/04/2008;soir;01/06/2008;8 320 324;eur;
Mardi   ;01/04/2008;midi;01/06/2008;6 326 147;eur;
Lundi   ;31/03/2008;soir;31/05/2008;5 002 489;eur;
Lundi   ;31/03/2008;midi;31/05/2008;3 761 883;eur;
Dimanche;30/03/2008;soir;30/05/2008;0 269 946;eur;
Dimanche;30/03/2008;midi;30/05/2008;4 173 230;eur;
Samedi  ;29/03/2008;soir;29/05/2008;9 500 281;eur;
Samedi  ;29/03/2008;midi;29/05/2008;6 575 857;eur;
Vendredi;28/03/2008;soir;28/05/2008;7 347 833;eur;
Vendredi;28/03/2008;midi;28/05/2008;2 716 122;eur;
Jeudi   ;27/03/2008;soir;27/05/2008;3 954 724;eur;
Jeudi   ;27/03/2008;midi;27/05/2008;8 916 875;eur;
Mercredi;26/03/2008;soir;26/05/2008;9 296 679;eur;
Mercredi;26/03/2008;midi;26/05/2008;1 902 824;eur;
Mardi   ;25/03/2008;soir;25/05/2008;5 451 144;eur;
Mardi   ;25/03/2008;midi;25/05/2008;4 973 315;eur;
Lundi   ;24/03/2008;soir;24/05/2008;8 107 862;eur;
Lundi   ;24/03/2008;midi;24/05/2008;7 305 090;eur;
Dimanche;23/03/2008;soir;23/05/2008;4 281 686;eur;
Dimanche;23/03/2008;midi;23/05/2008;6 546 321;eur;
Samedi  ;22/03/2008;soir;22/05/2008;6 954 326;eur;
Samedi  ;22/03/2008;midi;22/05/2008;4 997 973;eur;
Vendredi;21/03/2008;soir;21/05/2008;8 399 480;eur;
Vendredi;21/03/2008;midi;21/05/2008;2 825 101;eur;
Jeudi   ;20/03/2008;soir;20/05/2008;6 313 849;eur;
Jeudi   ;20/03/2008;midi;20/05/2008;1 060 965;eur;
Mercredi;19/03/2008;soir;19/05/2008;8 165 967;eur;
Mercredi;19/03/2008;midi;19/05/2008;6 779 078;eur;
Mardi   ;18/03/2008;soir;18/05/2008;5 298 900;eur;
Mardi   ;18/03/2008;midi;18/05/2008;7 297 910;eur;
Lundi   ;17/03/2008;soir;17/05/2008;8 592 854;eur;
Lundi   ;17/03/2008;midi;17/05/2008;6 906 144;eur;
Dimanche;16/03/2008;soir;16/05/2008;1 406 190;eur;
Dimanche;16/03/2008;midi;16/05/2008;0 990 719;eur;
Samedi  ;15/03/2008;soir;15/05/2008;3 336 745;eur;
Samedi  ;15/03/2008;midi;15/05/2008;1 060 284;eur;
Vendredi;14/03/2008;soir;14/05/2008;1 730 265;eur;
Vendredi;14/03/2008;midi;14/05/2008;7 680 669;eur;
Jeudi   ;13/03/2008;soir;13/05/2008;5 950 999;eur;
Jeudi   ;13/03/2008;midi;13/05/2008;8 498 238;eur;
Mercredi;12/03/2008;soir;12/05/2008;2 493 295;eur;
Mercredi;12/03/2008;midi;12/05/2008;2 504 905;eur;
Mardi   ;11/03/2008;soir;11/05/2008;6 437 833;eur;
Mardi   ;11/03/2008;midi;11/05/2008;0 017 399;eur;
Lundi   ;10/03/2008;soir;10/05/2008;9 089 787;eur;
Lundi   ;10/03/2008;midi;10/05/2008;5 033 888;eur;
Dimanche;09/03/2008;soir;09/05/2008;1 631 519;eur;
Dimanche;09/03/2008;midi;09/05/2008;7 586 189;eur;
Samedi  ;08/03/2008;soir;08/05/2008;6 277 036;eur;
Samedi  ;08/03/2008;midi;08/05/2008;6 440 640;eur;
Vendredi;07/03/2008;soir;07/05/2008;5 434 683;eur;
Vendredi;07/03/2008;midi;07/05/2008;4 430 155;eur;
Jeudi   ;06/03/2008;soir;06/05/2008;9 024 693;eur;
Jeudi   ;06/03/2008;midi;06/05/2008;3 160 810;eur;
Mercredi;05/03/2008;soir;05/05/2008;5 217 026;eur;
Mercredi;05/03/2008;midi;05/05/2008;0 335 302;eur;
Mardi   ;04/03/2008;soir;04/05/2008;2 678 682;eur;
Mardi   ;04/03/2008;midi;04/05/2008;4 072 938;eur;
Lundi   ;03/03/2008;soir;03/05/2008;8 837 157;eur;
Lundi   ;03/03/2008;midi;03/05/2008;1 336 530;eur;
Dimanche;02/03/2008;soir;02/05/2008;3 699 560;eur;
Dimanche;02/03/2008;midi;02/05/2008;8 118 211;eur;
Samedi  ;01/03/2008;soir;01/05/2008;7 739 115;eur;
Samedi  ;01/03/2008;midi;01/05/2008;8 595 723;eur;
Vendredi;29/02/2008;soir;30/04/2008;8 152 912;eur;
Vendredi;29/02/2008;midi;30/04/2008;3 198 769;eur;
Jeudi   ;28/02/2008;soir;29/04/2008;9 429 434;eur;
Jeudi   ;28/02/2008;midi;29/04/2008;0 571 633;eur;
Mercredi;27/02/2008;soir;28/04/2008;6 627 146;eur;
Mercredi;27/02/2008;midi;28/04/2008;9 846 015;eur;
Mardi   ;26/02/2008;soir;27/04/2008;9 010 461;eur;
Mardi   ;26/02/2008;midi;27/04/2008;0 078 733;eur;
Lundi   ;25/02/2008;soir;26/04/2008;8 943 034;eur;
Lundi   ;25/02/2008;midi;26/04/2008;4 349 176;eur;
Dimanche;24/02/2008;soir;25/04/2008;4 426 682;eur;
Dimanche;24/02/2008;midi;25/04/2008;4 862 475;eur;
Samedi  ;23/02/2008;soir;24/04/2008;5 054 096;eur;
Samedi  ;23/02/2008;midi;24/04/2008;6 013 584;eur;
Vendredi;22/02/2008;soir;23/04/2008;0 421 210;eur;
Vendredi;22/02/2008;midi;23/04/2008;3 536 604;eur;
Jeudi   ;21/02/2008;soir;22/04/2008;5 899 518;eur;
Jeudi   ;21/02/2008;midi;22/04/2008;6 411 944;eur;
Mercredi;20/02/2008;soir;21/04/2008;6 371 021;eur;
Mercredi;20/02/2008;midi;21/04/2008;6 461 270;eur;
Mardi   ;19/02/2008;soir;20/04/2008;3 861 849;eur;
Mardi   ;19/02/2008;midi;20/04/2008;2 732 440;eur;
Lundi   ;18/02/2008;soir;19/04/2008;9 170 702;eur;
Lundi   ;18/02/2008;midi;19/04/2008;7 049 769;eur;
Dimanche;17/02/2008;soir;18/04/2008;5 547 085;eur;
Dimanche;17/02/2008;midi;18/04/2008;8 606 568;eur;
Samedi  ;16/02/2008;soir;17/04/2008;3 986 881;eur;
Samedi  ;16/02/2008;midi;17/04/2008;0 469 118;eur;
Vendredi;15/02/2008;soir;16/04/2008;7 222 585;eur;
Vendredi;15/02/2008;midi;16/04/2008;5 093 566;eur;
Jeudi   ;14/02/2008;soir;15/04/2008;3 295 253;eur;
Jeudi   ;14/02/2008;midi;15/04/2008;3 264 650;eur;
Mercredi;13/02/2008;soir;14/04/2008;2 754 859;eur;
Mercredi;13/02/2008;midi;14/04/2008;3 971 478;eur;
Mardi   ;12/02/2008;soir;13/04/2008;7 824 065;eur;
Mardi   ;12/02/2008;midi;13/04/2008;3 606 762;eur;
Lundi   ;11/02/2008;soir;12/04/2008;7 874 933;eur;
Lundi   ;11/02/2008;midi;12/04/2008;5 077 018;eur;
Dimanche;10/02/2008;soir;11/04/2008;6 289 189;eur;
Dimanche;10/02/2008;midi;11/04/2008;4 035 336;eur;
Samedi  ;09/02/2008;soir;10/04/2008;8 952 136;eur;
Samedi  ;09/02/2008;midi;10/04/2008;6 033 389;eur;
Vendredi;08/02/2008;soir;09/04/2008;9 548 489;eur;
Vendredi;08/02/2008;midi;09/04/2008;7 600 097;eur;
Jeudi   ;07/02/2008;soir;08/04/2008;3 784 790;eur;
Jeudi   ;07/02/2008;midi;08/04/2008;8 172 914;eur;
Mercredi;06/02/2008;soir;07/04/2008;3 421 039;eur;
Mercredi;06/02/2008;midi;07/04/2008;5 116 446;eur;
Mardi   ;05/02/2008;soir;06/04/2008;8 579 313;eur;
Mardi   ;05/02/2008;midi;06/04/2008;6 313 165;eur;
Lundi   ;04/02/2008;soir;05/04/2008;0 889 160;eur;
Lundi   ;04/02/2008;midi;05/04/2008;3 562 420;eur;
Dimanche;03/02/2008;soir;04/04/2008;4 540 868;eur;
Dimanche;03/02/2008;midi;04/04/2008;8 406 966;eur;
Samedi  ;02/02/2008;soir;03/04/2008;0 746 194;eur;
Samedi  ;02/02/2008;midi;03/04/2008;0 772 886;eur;
Vendredi;01/02/2008;soir;02/04/2008;6 503 681;eur;
Vendredi;01/02/2008;midi;02/04/2008;8 592 752;eur;
Jeudi   ;31/01/2008;soir;01/04/2008;8 909 331;eur;
Jeudi   ;31/01/2008;midi;01/04/2008;8 365 100;eur;
Mercredi;30/01/2008;soir;31/03/2008;5 163 601;eur;
Mercredi;30/01/2008;midi;31/03/2008;9 835 717;eur;
Mardi   ;29/01/2008;soir;30/03/2008;2 670 634;eur;
Mardi   ;29/01/2008;midi;30/03/2008;6 007 980;eur;
Lundi   ;28/01/2008;soir;29/03/2008;7 383 423;eur;
Lundi   ;28/01/2008;midi;29/03/2008;5 671 504;eur;
Dimanche;27/01/2008;soir;28/03/2008;4 552 742;eur;
Dimanche;27/01/2008;midi;28/03/2008;7 299 311;eur;
Samedi  ;26/01/2008;soir;27/03/2008;3 924 763;eur;
Samedi  ;26/01/2008;midi;27/03/2008;9 129 507;eur;
Vendredi;25/01/2008;soir;26/03/2008;2 392 954;eur;
Vendredi;25/01/2008;midi;26/03/2008;8 959 318;eur;
Jeudi   ;24/01/2008;soir;25/03/2008;4 540 195;eur;
Jeudi   ;24/01/2008;midi;25/03/2008;5 876 000;eur;
Mercredi;23/01/2008;soir;24/03/2008;6 886 401;eur;
Mercredi;23/01/2008;midi;24/03/2008;2 074 291;eur;
Mardi   ;22/01/2008;soir;23/03/2008;3 163 566;eur;
Mardi   ;22/01/2008;midi;23/03/2008;4 422 853;eur;
Lundi   ;21/01/2008;soir;22/03/2008;1 642 044;eur;
Lundi   ;21/01/2008;midi;22/03/2008;4 512 869;eur;
Dimanche;20/01/2008;soir;21/03/2008;1 388 968;eur;
Dimanche;20/01/2008;midi;21/03/2008;9 110 554;eur;
Samedi  ;19/01/2008;soir;20/03/2008;1 745 189;eur;
Samedi  ;19/01/2008;midi;20/03/2008;0 947 142;eur;
Vendredi;18/01/2008;soir;19/03/2008;6 043 512;eur;
Vendredi;18/01/2008;midi;19/03/2008;4 792 919;eur;
Jeudi   ;17/01/2008;soir;18/03/2008;3 237 357;eur;
Jeudi   ;17/01/2008;midi;18/03/2008;8 339 511;eur;
Mercredi;16/01/2008;soir;17/03/2008;0 664 258;eur;
Mercredi;16/01/2008;midi;17/03/2008;9 450 801;eur;
Mardi   ;15/01/2008;soir;16/03/2008;1 596 654;eur;
Mardi   ;15/01/2008;midi;16/03/2008;3 659 047;eur;
Lundi   ;14/01/2008;soir;15/03/2008;7 386 725;eur;
Lundi   ;14/01/2008;midi;15/03/2008;5 010 682;eur;
Dimanche;13/01/2008;soir;14/03/2008;8 493 072;eur;
Dimanche;13/01/2008;midi;14/03/2008;9 535 906;eur;
Samedi  ;12/01/2008;soir;13/03/2008;7 624 506;eur;
Samedi  ;12/01/2008;midi;13/03/2008;2 498 374;eur;
Vendredi;11/01/2008;soir;12/03/2008;5 020 017;eur;
Vendredi;11/01/2008;midi;12/03/2008;4 850 420;eur;
Jeudi   ;10/01/2008;soir;11/03/2008;5 669 786;eur;
Jeudi   ;10/01/2008;midi;11/03/2008;6 756 700;eur;
Mercredi;09/01/2008;soir;10/03/2008;2 343 547;eur;
Mercredi;09/01/2008;midi;10/03/2008;5 133 044;eur;
Mardi   ;08/01/2008;soir;09/03/2008;4 625 283;eur;
Mardi   ;08/01/2008;midi;09/03/2008;2 347 408;eur;
Lundi   ;07/01/2008;soir;08/03/2008;7 150 887;eur;
Lundi   ;07/01/2008;midi;08/03/2008;2 472 801;eur;
Dimanche;06/01/2008;soir;07/03/2008;8 107 380;eur;
Dimanche;06/01/2008;midi;07/03/2008;5 777 031;eur;
Samedi  ;05/01/2008;soir;06/03/2008;0 285 538;eur;
Samedi  ;05/01/2008;midi;06/03/2008;0 348 538;eur;
Vendredi;04/01/2008;soir;05/03/2008;8 452 440;eur;
Vendredi;04/01/2008;midi;05/03/2008;0 110 001;eur;
Jeudi   ;03/01/2008;soir;04/03/2008;8 777 140;eur;
Jeudi   ;03/01/2008;midi;04/03/2008;6 285 965;eur;
Mercredi;02/01/2008;soir;03/03/2008;7 524 547;eur;
Mercredi;02/01/2008;midi;03/03/2008;9 269 487;eur;
Mardi   ;01/01/2008;soir;02/03/2008;5 865 219;eur;
Mardi   ;01/01/2008;midi;02/03/2008;1 322 295;eur;
Lundi   ;31/12/2007;soir;01/03/2008;5 115 698;eur;
Lundi   ;31/12/2007;midi;01/03/2008;1 237 497;eur;
Dimanche;30/12/2007;soir;29/02/2008;6 799 776;eur;
Dimanche;30/12/2007;midi;29/02/2008;5 274 625;eur;
Samedi  ;29/12/2007;soir;28/02/2008;0 528 476;eur;
Samedi  ;29/12/2007;midi;28/02/2008;0 508 499;eur;
Vendredi;28/12/2007;soir;27/02/2008;4 146 513;eur;
Vendredi;28/12/2007;midi;27/02/2008;6 590 318;eur;
Jeudi   ;27/12/2007;soir;26/02/2008;7 654 655;eur;
Jeudi   ;27/12/2007;midi;26/02/2008;7 321 250;eur;
Mercredi;26/12/2007;soir;25/02/2008;4 652 392;eur;
Mercredi;26/12/2007;midi;25/02/2008;3 314 202;eur;
Mardi   ;25/12/2007;soir;24/02/2008;8 712 066;eur;
Mardi   ;25/12/2007;midi;24/02/2008;0 074 850;eur;
Lundi   ;24/12/2007;soir;23/02/2008;4 013 801;eur;
Lundi   ;24/12/2007;midi;23/02/2008;8 136 075;eur;
Dimanche;23/12/2007;soir;22/02/2008;9 852 409;eur;
Dimanche;23/12/2007;midi;22/02/2008;1 684 422;eur;
Samedi  ;22/12/2007;soir;21/02/2008;5 194 764;eur;
Samedi  ;22/12/2007;midi;21/02/2008;9 040 066;eur;
Vendredi;21/12/2007;soir;20/02/2008;0 552 033;eur;
Vendredi;21/12/2007;midi;20/02/2008;3 101 024;eur;
Jeudi   ;20/12/2007;soir;19/02/2008;2 717 096;eur;
Jeudi   ;20/12/2007;midi;19/02/2008;8 119 097;eur;
Mercredi;19/12/2007;soir;18/02/2008;1 460 199;eur;
Mercredi;19/12/2007;midi;18/02/2008;9 108 995;eur;
Mardi   ;18/12/2007;soir;17/02/2008;5 077 600;eur;
Mardi   ;18/12/2007;midi;17/02/2008;1 620 266;eur;
Lundi   ;17/12/2007;soir;16/02/2008;7 048 855;eur;
Lundi   ;17/12/2007;midi;16/02/2008;4 385 708;eur;
Dimanche;16/12/2007;soir;15/02/2008;9 719 332;eur;
Dimanche;16/12/2007;midi;15/02/2008;8 656 335;eur;
Samedi  ;15/12/2007;soir;14/02/2008;9 596 590;eur;
Samedi  ;15/12/2007;midi;14/02/2008;1 064 720;eur;
Vendredi;14/12/2007;soir;13/02/2008;5 403 492;eur;
Vendredi;14/12/2007;midi;13/02/2008;0 676 497;eur;
Jeudi   ;13/12/2007;soir;12/02/2008;9 106 542;eur;
Jeudi   ;13/12/2007;midi;12/02/2008;5 141 584;eur;
Mercredi;12/12/2007;soir;11/02/2008;0 053 885;eur;
Mercredi;12/12/2007;midi;11/02/2008;5 094 430;eur;
Mardi   ;11/12/2007;soir;10/02/2008;3 888 528;eur;
Mardi   ;11/12/2007;midi;10/02/2008;2 429 694;eur;
Lundi   ;10/12/2007;soir;09/02/2008;7 168 920;eur;
Lundi   ;10/12/2007;midi;09/02/2008;9 439 789;eur;
Dimanche;09/12/2007;soir;08/02/2008;9 580 881;eur;
Dimanche;09/12/2007;midi;08/02/2008;8 550 672;eur;
Samedi  ;08/12/2007;soir;07/02/2008;3 880 149;eur;
Samedi  ;08/12/2007;midi;07/02/2008;2 162 304;eur;
Vendredi;07/12/2007;soir;06/02/2008;4 437 546;eur;
Vendredi;07/12/2007;midi;06/02/2008;4 114 269;eur;
Jeudi   ;06/12/2007;soir;05/02/2008;5 980 674;eur;
Jeudi   ;06/12/2007;midi;05/02/2008;3 054 553;eur;
Mercredi;05/12/2007;soir;04/02/2008;8 957 578;eur;
Mercredi;05/12/2007;midi;04/02/2008;3 154 754;eur;
Mardi   ;04/12/2007;soir;03/02/2008;4 463 354;eur;
Mardi   ;04/12/2007;midi;03/02/2008;9 260 433;eur;
Lundi   ;03/12/2007;soir;02/02/2008;4 805 797;eur;
Lundi   ;03/12/2007;midi;02/02/2008;1 282 559;eur;
Dimanche;02/12/2007;soir;01/02/2008;3 012 548;eur;
Dimanche;02/12/2007;midi;01/02/2008;5 115 883;eur;
Samedi  ;01/12/2007;soir;31/01/2008;3 364 482;eur;
Samedi  ;01/12/2007;midi;31/01/2008;1 030 358;eur;
Vendredi;30/11/2007;soir;30/01/2008;2 222 947;eur;
Vendredi;30/11/2007;midi;30/01/2008;2 663 873;eur;
Jeudi   ;29/11/2007;soir;29/01/2008;6 334 382;eur;
Jeudi   ;29/11/2007;midi;29/01/2008;0 278 278;eur;
Mercredi;28/11/2007;soir;28/01/2008;1 892 788;eur;
Mercredi;28/11/2007;midi;28/01/2008;7 008 218;eur;
Mardi   ;27/11/2007;soir;27/01/2008;2 192 519;eur;
Mardi   ;27/11/2007;midi;27/01/2008;4 094 169;eur;
Lundi   ;26/11/2007;soir;26/01/2008;0 849 002;eur;
Lundi   ;26/11/2007;midi;26/01/2008;4 812 986;eur;
Dimanche;25/11/2007;soir;25/01/2008;4 831 598;eur;
Dimanche;25/11/2007;midi;25/01/2008;0 010 467;eur;
Samedi  ;24/11/2007;soir;24/01/2008;2 357 891;eur;
Samedi  ;24/11/2007;midi;24/01/2008;2 386 125;eur;
Vendredi;23/11/2007;soir;23/01/2008;3 871 602;eur;
Vendredi;23/11/2007;midi;23/01/2008;2 671 599;eur;
Jeudi   ;22/11/2007;soir;22/01/2008;8 669 900;eur;
Jeudi   ;22/11/2007;midi;22/01/2008;9 734 728;eur;
Mercredi;21/11/2007;soir;21/01/2008;7 948 322;eur;
Mercredi;21/11/2007;midi;21/01/2008;1 948 346;eur;
Mardi   ;20/11/2007;soir;20/01/2008;6 612 854;eur;
Mardi   ;20/11/2007;midi;20/01/2008;2 607 136;eur;
Lundi   ;19/11/2007;soir;19/01/2008;0 754 010;eur;
Lundi   ;19/11/2007;midi;19/01/2008;8 061 626;eur;
Dimanche;18/11/2007;soir;18/01/2008;4 620 303;eur;
Dimanche;18/11/2007;midi;18/01/2008;8 917 549;eur;
Samedi  ;17/11/2007;soir;17/01/2008;3 625 006;eur;
Samedi  ;17/11/2007;midi;17/01/2008;7 391 497;eur;
Vendredi;16/11/2007;soir;16/01/2008;5 855 189;eur;
Vendredi;16/11/2007;midi;16/01/2008;3 928 450;eur;
Jeudi   ;15/11/2007;soir;15/01/2008;5 288 838;eur;
Jeudi   ;15/11/2007;midi;15/01/2008;7 540 350;eur;
Mercredi;14/11/2007;soir;14/01/2008;7 505 535;eur;
Mercredi;14/11/2007;midi;14/01/2008;8 665 981;eur;
Mardi   ;13/11/2007;soir;13/01/2008;3 077 911;eur;
Mardi   ;13/11/2007;midi;13/01/2008;8 634 402;eur;
Lundi   ;12/11/2007;soir;12/01/2008;5 095 785;eur;
Lundi   ;12/11/2007;midi;12/01/2008;2 687 929;eur;
Dimanche;11/11/2007;soir;11/01/2008;1 892 958;eur;
Dimanche;11/11/2007;midi;11/01/2008;7 308 185;eur;
Samedi  ;10/11/2007;soir;10/01/2008;6 136 164;eur;
Samedi  ;10/11/2007;midi;10/01/2008;6 699 935;eur;
Vendredi;09/11/2007;soir;09/01/2008;7 641 486;eur;
Vendredi;09/11/2007;midi;09/01/2008;2 009 331;eur;
Jeudi   ;08/11/2007;soir;08/01/2008;8 518 211;eur;
Jeudi   ;08/11/2007;midi;08/01/2008;3 943 902;eur;
Mercredi;07/11/2007;soir;07/01/2008;5 697 205;eur;
Mercredi;07/11/2007;midi;07/01/2008;9 433 044;eur;
Mardi   ;06/11/2007;soir;06/01/2008;1 346 347;eur;
Mardi   ;06/11/2007;midi;06/01/2008;7 976 615;eur;
Lundi   ;05/11/2007;soir;05/01/2008;7 523 900;eur;
Lundi   ;05/11/2007;midi;05/01/2008;6 308 846;eur;
Dimanche;04/11/2007;soir;04/01/2008;1 908 720;eur;
Dimanche;04/11/2007;midi;04/01/2008;7 285 545;eur;
Samedi  ;03/11/2007;soir;03/01/2008;0 503 961;eur;
Samedi  ;03/11/2007;midi;03/01/2008;9 704 174;eur;
Vendredi;02/11/2007;soir;02/01/2008;6 873 360;eur;
Vendredi;02/11/2007;midi;02/01/2008;6 738 811;eur;
Jeudi   ;01/11/2007;soir;01/01/2008;1 897 971;eur;
Jeudi   ;01/11/2007;midi;01/01/2008;9 110 661;eur;
Mercredi;31/10/2007;soir;31/12/2007;2 672 969;eur;
Mercredi;31/10/2007;midi;31/12/2007;0 470 810;eur;
Mardi   ;30/10/2007;soir;30/12/2007;0 706 476;eur;
Mardi   ;30/10/2007;midi;30/12/2007;9 569 493;eur;
Lundi   ;29/10/2007;soir;29/12/2007;0 825 966;eur;
Lundi   ;29/10/2007;midi;29/12/2007;9 874 883;eur;
Dimanche;28/10/2007;soir;28/12/2007;5 351 375;eur;
Dimanche;28/10/2007;midi;28/12/2007;3 368 782;eur;
Samedi  ;27/10/2007;soir;27/12/2007;8 519 356;eur;
Samedi  ;27/10/2007;midi;27/12/2007;2 231 961;eur;
Vendredi;26/10/2007;soir;26/12/2007;2 553 804;eur;
Vendredi;26/10/2007;midi;26/12/2007;6 403 970;eur;
Jeudi   ;25/10/2007;soir;25/12/2007;5 229 698;eur;
Jeudi   ;25/10/2007;midi;25/12/2007;9 875 156;eur;
Mercredi;24/10/2007;soir;24/12/2007;5 022 718;eur;
Mercredi;24/10/2007;midi;24/12/2007;7 256 235;eur;
Mardi   ;23/10/2007;soir;23/12/2007;7 943 652;eur;
Mardi   ;23/10/2007;midi;23/12/2007;0 670 795;eur;
Lundi   ;22/10/2007;soir;22/12/2007;3 749 247;eur;
Lundi   ;22/10/2007;midi;22/12/2007;9 408 020;eur;
Dimanche;21/10/2007;soir;21/12/2007;6 504 459;eur;
Dimanche;21/10/2007;midi;21/12/2007;4 846 281;eur;
Samedi  ;20/10/2007;soir;20/12/2007;0 816 232;eur;
Samedi  ;20/10/2007;midi;20/12/2007;7 054 359;eur;
Vendredi;19/10/2007;soir;19/12/2007;5 331 103;eur;
Vendredi;19/10/2007;midi;19/12/2007;6 999 109;eur;
Jeudi   ;18/10/2007;soir;18/12/2007;0 473 476;eur;
Jeudi   ;18/10/2007;midi;18/12/2007;7 342 932;eur;
Mercredi;17/10/2007;soir;17/12/2007;7 661 066;eur;
Mercredi;17/10/2007;midi;17/12/2007;8 073 180;eur;
Mardi   ;16/10/2007;soir;16/12/2007;1 238 789;eur;
Mardi   ;16/10/2007;midi;16/12/2007;4 049 716;eur;
Lundi   ;15/10/2007;soir;15/12/2007;2 347 697;eur;
Lundi   ;15/10/2007;midi;15/12/2007;8 692 346;eur;
Dimanche;14/10/2007;soir;14/12/2007;3 980 970;eur;
Dimanche;14/10/2007;midi;14/12/2007;2 366 609;eur;
Samedi  ;13/10/2007;soir;13/12/2007;6 628 366;eur;
Samedi  ;13/10/2007;midi;13/12/2007;1 605 855;eur;
Vendredi;12/10/2007;soir;12/12/2007;4 419 000;eur;
Vendredi;12/10/2007;midi;12/12/2007;5 381 025;eur;
Jeudi   ;11/10/2007;soir;11/12/2007;4 825 484;eur;
Jeudi   ;11/10/2007;midi;11/12/2007;7 064 862;eur;
Mercredi;10/10/2007;soir;10/12/2007;5 229 976;eur;
Mercredi;10/10/2007;midi;10/12/2007;9 814 187;eur;
Mardi   ;09/10/2007;soir;09/12/2007;8 670 528;eur;
Mardi   ;09/10/2007;midi;09/12/2007;6 195 030;eur;
Lundi   ;08/10/2007;soir;08/12/2007;5 900 934;eur;
Lundi   ;08/10/2007;midi;08/12/2007;1 622 167;eur;
Dimanche;07/10/2007;soir;07/12/2007;7 176 744;eur;
Dimanche;07/10/2007;midi;07/12/2007;6 597 162;eur;
Samedi  ;06/10/2007;soir;06/12/2007;1 090 693;eur;
Samedi  ;06/10/2007;midi;06/12/2007;0 891 474;eur;
Vendredi;05/10/2007;soir;05/12/2007;5 116 333;eur;
Vendredi;05/10/2007;midi;05/12/2007;8 307 312;eur;
Jeudi   ;04/10/2007;soir;04/12/2007;2 540 685;eur;
Jeudi   ;04/10/2007;midi;04/12/2007;9 515 460;eur;
Mercredi;03/10/2007;soir;03/12/2007;6 566 474;eur;
Mercredi;03/10/2007;midi;03/12/2007;2 326 807;eur;
Mardi   ;02/10/2007;soir;02/12/2007;7 508 420;eur;
Mardi   ;02/10/2007;midi;02/12/2007;7 364 518;eur;
Lundi   ;01/10/2007;soir;01/12/2007;1 696 605;eur;
Lundi   ;01/10/2007;midi;01/12/2007;0 718 905;eur;
Dimanche;30/09/2007;soir;30/11/2007;8 414 711;eur;
Dimanche;30/09/2007;midi;30/11/2007;1 818 167;eur;
Samedi  ;29/09/2007;soir;29/11/2007;2 496 797;eur;
Samedi  ;29/09/2007;midi;29/11/2007;6 556 289;eur;
Vendredi;28/09/2007;soir;28/11/2007;8 046 335;eur;
Vendredi;28/09/2007;midi;28/11/2007;9 528 352;eur;
Jeudi   ;27/09/2007;soir;27/11/2007;6 657 735;eur;
Jeudi   ;27/09/2007;midi;27/11/2007;4 852 880;eur;
Mercredi;26/09/2007;soir;26/11/2007;4 036 274;eur;
Mercredi;26/09/2007;midi;26/11/2007;6 118 629;eur;
Mardi   ;25/09/2007;soir;25/11/2007;3 215 318;eur;
Mardi   ;25/09/2007;midi;25/11/2007;1 360 399;eur;
Lundi   ;24/09/2007;soir;24/11/2007;5 208 008;eur;
Lundi   ;24/09/2007;midi;24/11/2007;0 597 201;eur;
Dimanche;23/09/2007;soir;23/11/2007;6 374 387;eur;
Dimanche;23/09/2007;midi;23/11/2007;7 406 904;eur;
Samedi  ;22/09/2007;soir;22/11/2007;5 984 381;eur;
Samedi  ;22/09/2007;midi;22/11/2007;3 824 383;eur;
Vendredi;21/09/2007;soir;21/11/2007;3 277 761;eur;
Vendredi;21/09/2007;midi;21/11/2007;6 818 880;eur;
